mu_0,a,s,mu_next,valuation,payoff
0.025,1.0625,0,1.0,84.67788444485998,84.58757194485999
0.025,1.125,0,1.0,84.67788444485998,84.57663444485999
0.025,1.1875,0,1.0,84.67788444485998,84.56507194485998
0.025,1.25,0,1.0,84.67788444485998,84.55288444485998
0.025,1.3125,0,1.0,84.67788444485998,84.54007194485999
0.025,1.375,0,1.0,84.67788444485998,84.52663444485998
0.025,1.4375,0,1.0,84.67788444485998,84.51257194485999
0.025,1.5,0,1.0,84.67788444485998,84.49788444485998
0.025,1.5625,0,1.0,84.67788444485998,84.48257194485998
0.025,1.625,0,1.0,84.67788444485998,84.46663444485998
0.025,1.6875,0,1.0,84.67788444485998,84.45007194485999
0.025,1.75,0,1.0,84.67788444485998,84.43288444485998
0.025,1.8125,0,1.0,84.67788444485998,84.41507194485999
0.025,1.875,0,1.0,84.67788444485998,84.39663444485998
0.025,1.9375,0,1.0,84.67788444485998,84.37757194485998
0.025,2.0,0,1.0,84.67788444485998,84.35788444485999
0.025,2.0625,0,1.0,84.67788444485998,84.33757194485999
0.025,2.125,0,1.0,84.67788444485998,84.31663444485999
0.025,2.1875,0,1.0,84.67788444485998,84.29507194485998
0.025,2.25,0,1.0,84.67788444485998,84.27288444485998
0.025,2.3125,0,1.0,84.67788444485998,84.25007194485998
0.025,2.375,0,1.0,84.67788444485998,84.22663444485998
0.025,2.4375,0,1.0,84.67788444485998,84.20257194485998
0.025,2.5,0,1.0,84.67788444485998,84.17788444485998
0.025,0.0,1,0.0,76.9056425281533,76.8056425281533
0.025,0.0625,1,0.0,76.9056425281533,76.80533002815329
0.025,0.125,1,0.0,76.9056425281533,76.8043925281533
0.025,0.1875,1,0.0,76.9056425281533,76.8028300281533
0.025,0.25,1,0.0,76.9056425281533,76.8006425281533
0.025,0.3125,1,0.0,76.9056425281533,76.7978300281533
0.025,0.375,1,0.06628124999999993,76.9056425281533,76.7943925281533
0.025,0.4375,1,0.13257031249999995,76.9056425281533,76.7903300281533
0.025,0.5,1,0.19799999999999998,76.9056425281533,76.7856425281533
0.025,0.5625,1,0.2625703125,78.29847416935364,78.17316166935365
0.025,0.625,1,0.32628125,78.29847416935364,78.16722416935364
0.025,0.6875,1,0.3891328124999999,78.29847416935364,78.16066166935364
0.025,0.75,1,0.4511249999999999,83.55779375210716,83.41279375210716
0.025,0.8125,1,0.5122578125,83.40523517966759,83.25242267966759
0.025,0.875,1,0.5725312499999999,83.63906142899579,83.47781142899579
0.025,0.9375,1,0.6319453125000001,84.54792497818313,84.37761247818314
0.025,1.0,1,0.6905,84.67788444485998,84.49788444485999
0.025,1.0625,1,0.7481953124999999,84.67788444485998,84.48757194486
0.025,1.125,1,0.8050312500000001,84.67788444485998,84.47663444486
0.025,1.1875,1,0.8610078124999999,84.67788444485998,84.46507194485999
0.025,1.25,1,0.9161250000000001,84.67788444485998,84.45288444485999
0.025,1.3125,1,0.9703828125,84.67788444485998,84.44007194486
0.025,1.375,1,1.0,84.67788444485998,84.42663444485999
0.025,1.4375,1,1.0,84.67788444485998,84.41257194485999
0.025,1.5,1,1.0,84.67788444485998,84.39788444485998
0.025,1.5625,1,1.0,84.67788444485998,84.38257194485999
0.025,1.625,1,1.0,84.67788444485998,84.36663444485998
0.025,1.6875,1,1.0,84.67788444485998,84.35007194485999
0.025,1.75,1,1.0,84.67788444485998,84.33288444485999
0.025,1.8125,1,1.0,84.67788444485998,84.31507194486
0.025,1.875,1,1.0,84.67788444485998,84.29663444485999
0.025,1.9375,1,1.0,84.67788444485998,84.27757194485999
0.025,2.0,1,1.0,84.67788444485998,84.25788444486
0.025,2.0625,1,1.0,84.67788444485998,84.23757194486
0.025,2.125,1,1.0,84.67788444485998,84.21663444485999
0.025,2.1875,1,1.0,84.67788444485998,84.19507194485999
0.025,2.25,1,1.0,84.67788444485998,84.17288444485999
0.025,2.3125,1,1.0,84.67788444485998,84.15007194485999
0.025,2.375,1,1.0,84.67788444485998,84.12663444485999
0.025,2.4375,1,1.0,84.67788444485998,84.10257194485999
0.025,2.5,1,1.0,84.67788444485998,84.07788444485999
0.05,0.0,0,0.091,76.9056425281533,76.9056425281533
0.05,0.0625,0,0.1624453125,76.9056425281533,76.90533002815329
0.05,0.125,0,0.23303125,76.9056425281533,76.9043925281533
0.05,0.1875,0,0.3027578125,78.29847416935364,78.29566166935363
0.05,0.25,0,0.3716249999999999,78.29847416935364,78.29347416935364
0.05,0.3125,0,0.43963281249999997,78.29847416935364,78.29066166935364
0.05,0.375,0,0.50678125,83.40523517966759,83.39398517966758
0.05,0.4375,0,0.5730703125,84.10992242692143,84.09460992692144
0.05,0.5,0,0.6385,84.67788444485998,84.65788444485999
0.05,0.5625,0,0.7030703125,84.67788444485998,84.65257194485999
0.05,0.625,0,0.76678125,84.67788444485998,84.64663444485998
0.05,0.6875,0,0.8296328124999999,84.67788444485998,84.64007194485998
0.05,0.75,0,0.8916249999999999,84.67788444485998,84.63288444485998
0.05,0.8125,0,0.9527578124999999,84.67788444485998,84.62507194485998
0.05,0.875,0,1.0,84.67788444485998,84.61663444485998
0.05,0.9375,0,1.0,84.67788444485998,84.60757194485998
0.05,1.0,0,1.0,84.67788444485998,84.59788444485999
0.05,1.0625,0,1.0,84.67788444485998,84.58757194485999
0.05,1.125,0,1.0,84.67788444485998,84.57663444485999
0.05,1.1875,0,1.0,84.67788444485998,84.56507194485998
0.05,1.25,0,1.0,84.67788444485998,84.55288444485998
0.05,1.3125,0,1.0,84.67788444485998,84.54007194485999
0.05,1.375,0,1.0,84.67788444485998,84.52663444485998
0.05,1.4375,0,1.0,84.67788444485998,84.51257194485999
0.05,1.5,0,1.0,84.67788444485998,84.49788444485998
0.05,1.5625,0,1.0,84.67788444485998,84.48257194485998
0.05,1.625,0,1.0,84.67788444485998,84.46663444485998
0.05,1.6875,0,1.0,84.67788444485998,84.45007194485999
0.05,1.75,0,1.0,84.67788444485998,84.43288444485998
0.05,1.8125,0,1.0,84.67788444485998,84.41507194485999
0.05,1.875,0,1.0,84.67788444485998,84.39663444485998
0.05,1.9375,0,1.0,84.67788444485998,84.37757194485998
0.05,2.0,0,1.0,84.67788444485998,84.35788444485999
0.05,2.0625,0,1.0,84.67788444485998,84.33757194485999
0.05,2.125,0,1.0,84.67788444485998,84.31663444485999
0.05,2.1875,0,1.0,84.67788444485998,84.29507194485998
0.05,2.25,0,1.0,84.67788444485998,84.27288444485998
0.05,2.3125,0,1.0,84.67788444485998,84.25007194485998
0.05,2.375,0,1.0,84.67788444485998,84.22663444485998
0.05,2.4375,0,1.0,84.67788444485998,84.20257194485998
0.05,2.5,0,1.0,84.67788444485998,84.17788444485998
0.05,0.0,1,0.0,76.9056425281533,76.8056425281533
0.05,0.0625,1,0.0,76.9056425281533,76.80533002815329
0.05,0.125,1,0.0,76.9056425281533,76.8043925281533
0.05,0.1875,1,0.0,76.9056425281533,76.8028300281533
0.05,0.25,1,0.0,76.9056425281533,76.8006425281533
0.05,0.3125,1,0.019632812499999985,76.9056425281533,76.7978300281533
0.05,0.375,1,0.08678125,76.9056425281533,76.7943925281533
0.05,0.4375,1,0.15307031249999992,76.9056425281533,76.7903300281533
0.05,0.5,1,0.21849999999999994,76.9056425281533,76.7856425281533
0.05,0.5625,1,0.2830703125,78.29847416935364,78.17316166935365
0.05,0.625,1,0.34678125,78.29847416935364,78.16722416935364
0.05,0.6875,1,0.4096328124999999,78.29847416935364,78.16066166935364
0.05,0.75,1,0.47162499999999985,83.55779375210716,83.41279375210716
0.05,0.8125,1,0.5327578125,83.40523517966759,83.25242267966759
0.05,0.875,1,0.5930312499999999,84.54792497818313,84.38667497818314
0.05,0.9375,1,0.6524453125,84.67788444485998,84.50757194485999
0.05,1.0,1,0.711,84.67788444485998,84.49788444485999
0.05,1.0625,1,0.7686953124999999,84.67788444485998,84.48757194486
0.05,1.125,1,0.82553125,84.67788444485998,84.47663444486
0.05,1.1875,1,0.8815078124999999,84.67788444485998,84.46507194485999
0.05,1.25,1,0.936625,84.67788444485998,84.45288444485999
0.05,1.3125,1,0.9908828125,84.67788444485998,84.44007194486
0.05,1.375,1,1.0,84.67788444485998,84.42663444485999
0.05,1.4375,1,1.0,84.67788444485998,84.41257194485999
0.05,1.5,1,1.0,84.67788444485998,84.39788444485998
0.05,1.5625,1,1.0,84.67788444485998,84.38257194485999
0.05,1.625,1,1.0,84.67788444485998,84.36663444485998
0.05,1.6875,1,1.0,84.67788444485998,84.35007194485999
0.05,1.75,1,1.0,84.67788444485998,84.33288444485999
0.05,1.8125,1,1.0,84.67788444485998,84.31507194486
0.05,1.875,1,1.0,84.67788444485998,84.29663444485999
0.05,1.9375,1,1.0,84.67788444485998,84.27757194485999
0.05,2.0,1,1.0,84.67788444485998,84.25788444486
0.05,2.0625,1,1.0,84.67788444485998,84.23757194486
0.05,2.125,1,1.0,84.67788444485998,84.21663444485999
0.05,2.1875,1,1.0,84.67788444485998,84.19507194485999
0.05,2.25,1,1.0,84.67788444485998,84.17288444485999
0.05,2.3125,1,1.0,84.67788444485998,84.15007194485999
0.05,2.375,1,1.0,84.67788444485998,84.12663444485999
0.05,2.4375,1,1.0,84.67788444485998,84.10257194485999
0.05,2.5,1,1.0,84.67788444485998,84.07788444485999
0.07500000000000001,0.0,0,0.11150000000000002,76.9056425281533,76.9056425281533
0.07500000000000001,0.0625,0,0.1829453125,76.9056425281533,76.90533002815329
0.07500000000000001,0.125,0,0.25353125,78.29847416935364,78.29722416935364
0.07500000000000001,0.1875,0,0.3232578125,78.29847416935364,78.29566166935363
0.07500000000000001,0.25,0,0.392125,78.29847416935364,78.29347416935364
0.07500000000000001,0.3125,0,0.46013281250000004,83.55779375210716,83.54998125210716
0.07500000000000001,0.375,0,0.5272812499999999,83.40523517966759,83.39398517966758
0.07500000000000001,0.4375,0,0.5935703125,84.54792497818313,84.53261247818314
0.07500000000000001,0.5,0,0.659,84.67788444485998,84.65788444485999
0.07500000000000001,0.5625,0,0.7235703125,84.67788444485998,84.65257194485999
0.07500000000000001,0.625,0,0.78728125,84.67788444485998,84.64663444485998
0.07500000000000001,0.6875,0,0.8501328125,84.67788444485998,84.64007194485998
0.07500000000000001,0.75,0,0.912125,84.67788444485998,84.63288444485998
0.07500000000000001,0.8125,0,0.9732578124999999,84.67788444485998,84.62507194485998
0.07500000000000001,0.875,0,1.0,84.67788444485998,84.61663444485998
0.07500000000000001,0.9375,0,1.0,84.67788444485998,84.60757194485998
0.07500000000000001,1.0,0,1.0,84.67788444485998,84.59788444485999
0.07500000000000001,1.0625,0,1.0,84.67788444485998,84.58757194485999
0.07500000000000001,1.125,0,1.0,84.67788444485998,84.57663444485999
0.07500000000000001,1.1875,0,1.0,84.67788444485998,84.56507194485998
0.07500000000000001,1.25,0,1.0,84.67788444485998,84.55288444485998
0.07500000000000001,1.3125,0,1.0,84.67788444485998,84.54007194485999
0.07500000000000001,1.375,0,1.0,84.67788444485998,84.52663444485998
0.07500000000000001,1.4375,0,1.0,84.67788444485998,84.51257194485999
0.07500000000000001,1.5,0,1.0,84.67788444485998,84.49788444485998
0.07500000000000001,1.5625,0,1.0,84.67788444485998,84.48257194485998
0.07500000000000001,1.625,0,1.0,84.67788444485998,84.46663444485998
0.07500000000000001,1.6875,0,1.0,84.67788444485998,84.45007194485999
0.07500000000000001,1.75,0,1.0,84.67788444485998,84.43288444485998
0.07500000000000001,1.8125,0,1.0,84.67788444485998,84.41507194485999
0.07500000000000001,1.875,0,1.0,84.67788444485998,84.39663444485998
0.07500000000000001,1.9375,0,1.0,84.67788444485998,84.37757194485998
0.07500000000000001,2.0,0,1.0,84.67788444485998,84.35788444485999
0.07500000000000001,2.0625,0,1.0,84.67788444485998,84.33757194485999
0.07500000000000001,2.125,0,1.0,84.67788444485998,84.31663444485999
0.07500000000000001,2.1875,0,1.0,84.67788444485998,84.29507194485998
0.07500000000000001,2.25,0,1.0,84.67788444485998,84.27288444485998
0.07500000000000001,2.3125,0,1.0,84.67788444485998,84.25007194485998
0.07500000000000001,2.375,0,1.0,84.67788444485998,84.22663444485998
0.07500000000000001,2.4375,0,1.0,84.67788444485998,84.20257194485998
0.07500000000000001,2.5,0,1.0,84.67788444485998,84.17788444485998
0.07500000000000001,0.0,1,0.0,76.9056425281533,76.8056425281533
0.07500000000000001,0.0625,1,0.0,76.9056425281533,76.80533002815329
0.07500000000000001,0.125,1,0.0,76.9056425281533,76.8043925281533
0.07500000000000001,0.1875,1,0.0,76.9056425281533,76.8028300281533
0.07500000000000001,0.25,1,0.0,76.9056425281533,76.8006425281533
0.07500000000000001,0.3125,1,0.04013281250000006,76.9056425281533,76.7978300281533
0.07500000000000001,0.375,1,0.10728124999999997,76.9056425281533,76.7943925281533
0.07500000000000001,0.4375,1,0.1735703125,76.9056425281533,76.7903300281533
0.07500000000000001,0.5,1,0.23900000000000002,76.9056425281533,76.7856425281533
0.07500000000000001,0.5625,1,0.30357031250000005,78.29847416935364,78.17316166935365
0.07500000000000001,0.625,1,0.36728125000000006,78.29847416935364,78.16722416935364
0.07500000000000001,0.6875,1,0.43013281249999996,78.29847416935364,78.16066166935364
0.07500000000000001,0.75,1,0.49212500000000003,83.40523517966759,83.26023517966759
0.07500000000000001,0.8125,1,0.5532578125,83.40523517966759,83.25242267966759
0.07500000000000001,0.875,1,0.6135312499999999,84.54792497818313,84.38667497818314
0.07500000000000001,0.9375,1,0.6729453125,84.67788444485998,84.50757194485999
0.07500000000000001,1.0,1,0.7314999999999999,84.67788444485998,84.49788444485999
0.07500000000000001,1.0625,1,0.7891953124999999,84.67788444485998,84.48757194486
0.07500000000000001,1.125,1,0.84603125,84.67788444485998,84.47663444486
0.07500000000000001,1.1875,1,0.9020078124999998,84.67788444485998,84.46507194485999
0.07500000000000001,1.25,1,0.957125,84.67788444485998,84.45288444485999
0.07500000000000001,1.3125,1,1.0,84.67788444485998,84.44007194486
0.07500000000000001,1.375,1,1.0,84.67788444485998,84.42663444485999
0.07500000000000001,1.4375,1,1.0,84.67788444485998,84.41257194485999
0.07500000000000001,1.5,1,1.0,84.67788444485998,84.39788444485998
0.07500000000000001,1.5625,1,1.0,84.67788444485998,84.38257194485999
0.07500000000000001,1.625,1,1.0,84.67788444485998,84.36663444485998
0.07500000000000001,1.6875,1,1.0,84.67788444485998,84.35007194485999
0.07500000000000001,1.75,1,1.0,84.67788444485998,84.33288444485999
0.07500000000000001,1.8125,1,1.0,84.67788444485998,84.31507194486
0.07500000000000001,1.875,1,1.0,84.67788444485998,84.29663444485999
0.07500000000000001,1.9375,1,1.0,84.67788444485998,84.27757194485999
0.07500000000000001,2.0,1,1.0,84.67788444485998,84.25788444486
0.07500000000000001,2.0625,1,1.0,84.67788444485998,84.23757194486
0.07500000000000001,2.125,1,1.0,84.67788444485998,84.21663444485999
0.07500000000000001,2.1875,1,1.0,84.67788444485998,84.19507194485999
0.07500000000000001,2.25,1,1.0,84.67788444485998,84.17288444485999
0.07500000000000001,2.3125,1,1.0,84.67788444485998,84.15007194485999
0.07500000000000001,2.375,1,1.0,84.67788444485998,84.12663444485999
0.07500000000000001,2.4375,1,1.0,84.67788444485998,84.10257194485999
0.07500000000000001,2.5,1,1.0,84.67788444485998,84.07788444485999
0.1,0.0,0,0.132,76.9056425281533,76.9056425281533
0.1,0.0625,0,0.2034453125,76.9056425281533,76.90533002815329
0.1,0.125,0,0.27403125,78.29847416935364,78.29722416935364
0.1,0.1875,0,0.3437578125,78.29847416935364,78.29566166935363
0.1,0.25,0,0.41262499999999996,78.29847416935364,78.29347416935364
0.1,0.3125,0,0.4806328125,83.55779375210716,83.54998125210716
0.1,0.375,0,0.54778125,83.40523517966759,83.39398517966758
0.1,0.4375,0,0.6140703125,84.54792497818313,84.53261247818314
0.1,0.5,0,0.6795,84.67788444485998,84.65788444485999
0.1,0.5625,0,0.7440703125,84.67788444485998,84.65257194485999
0.1,0.625,0,0.80778125,84.67788444485998,84.64663444485998
0.1,0.6875,0,0.8706328124999999,84.67788444485998,84.64007194485998
0.1,0.75,0,0.9326249999999999,84.67788444485998,84.63288444485998
0.1,0.8125,0,0.9937578124999998,84.67788444485998,84.62507194485998
0.1,0.875,0,1.0,84.67788444485998,84.61663444485998
0.1,0.9375,0,1.0,84.67788444485998,84.60757194485998
0.1,1.0,0,1.0,84.67788444485998,84.59788444485999
0.1,1.0625,0,1.0,84.67788444485998,84.58757194485999
0.1,1.125,0,1.0,84.67788444485998,84.57663444485999
0.1,1.1875,0,1.0,84.67788444485998,84.56507194485998
0.1,1.25,0,1.0,84.67788444485998,84.55288444485998
0.1,1.3125,0,1.0,84.67788444485998,84.54007194485999
0.1,1.375,0,1.0,84.67788444485998,84.52663444485998
0.1,1.4375,0,1.0,84.67788444485998,84.51257194485999
0.1,1.5,0,1.0,84.67788444485998,84.49788444485998
0.1,1.5625,0,1.0,84.67788444485998,84.48257194485998
0.1,1.625,0,1.0,84.67788444485998,84.46663444485998
0.1,1.6875,0,1.0,84.67788444485998,84.45007194485999
0.1,1.75,0,1.0,84.67788444485998,84.43288444485998
0.1,1.8125,0,1.0,84.67788444485998,84.41507194485999
0.1,1.875,0,1.0,84.67788444485998,84.39663444485998
0.1,1.9375,0,1.0,84.67788444485998,84.37757194485998
0.1,2.0,0,1.0,84.67788444485998,84.35788444485999
0.1,2.0625,0,1.0,84.67788444485998,84.33757194485999
0.1,2.125,0,1.0,84.67788444485998,84.31663444485999
0.1,2.1875,0,1.0,84.67788444485998,84.29507194485998
0.1,2.25,0,1.0,84.67788444485998,84.27288444485998
0.1,2.3125,0,1.0,84.67788444485998,84.25007194485998
0.1,2.375,0,1.0,84.67788444485998,84.22663444485998
0.1,2.4375,0,1.0,84.67788444485998,84.20257194485998
0.1,2.5,0,1.0,84.67788444485998,84.17788444485998
0.1,0.0,1,0.0,76.9056425281533,76.8056425281533
0.1,0.0625,1,0.0,76.9056425281533,76.80533002815329
0.1,0.125,1,0.0,76.9056425281533,76.8043925281533
0.1,0.1875,1,0.0,76.9056425281533,76.8028300281533
0.1,0.25,1,0.0,76.9056425281533,76.8006425281533
0.1,0.3125,1,0.06063281250000002,76.9056425281533,76.7978300281533
0.1,0.375,1,0.12778125000000004,76.9056425281533,76.7943925281533
0.1,0.4375,1,0.19407031249999995,76.9056425281533,76.7903300281533
0.1,0.5,1,0.25949999999999995,78.29847416935364,78.17847416935365
0.1,0.5625,1,0.3240703125,78.29847416935364,78.17316166935365
0.1,0.625,1,0.38778125,78.29847416935364,78.16722416935364
0.1,0.6875,1,0.45063281249999987,83.55779375210716,83.41998125210716
0.1,0.75,1,0.512625,83.40523517966759,83.26023517966759
0.1,0.8125,1,0.5737578124999999,84.10992242692143,83.95710992692143
0.1,0.875,1,0.6340312499999998,84.67788444485998,84.51663444485999
0.1,0.9375,1,0.6934453125000002,84.67788444485998,84.50757194485999
0.1,1.0,1,0.7520000000000001,84.67788444485998,84.49788444485999
0.1,1.0625,1,0.8096953125,84.67788444485998,84.48757194486
0.1,1.125,1,0.86653125,84.67788444485998,84.47663444486
0.1,1.1875,1,0.9225078124999998,84.67788444485998,84.46507194485999
0.1,1.25,1,0.9776250000000002,84.67788444485998,84.45288444485999
0.1,1.3125,1,1.0,84.67788444485998,84.44007194486
0.1,1.375,1,1.0,84.67788444485998,84.42663444485999
0.1,1.4375,1,1.0,84.67788444485998,84.41257194485999
0.1,1.5,1,1.0,84.67788444485998,84.39788444485998
0.1,1.5625,1,1.0,84.67788444485998,84.38257194485999
0.1,1.625,1,1.0,84.67788444485998,84.36663444485998
0.1,1.6875,1,1.0,84.67788444485998,84.35007194485999
0.1,1.75,1,1.0,84.67788444485998,84.33288444485999
0.1,1.8125,1,1.0,84.67788444485998,84.31507194486
0.1,1.875,1,1.0,84.67788444485998,84.29663444485999
0.1,1.9375,1,1.0,84.67788444485998,84.27757194485999
0.1,2.0,1,1.0,84.67788444485998,84.25788444486
0.1,2.0625,1,1.0,84.67788444485998,84.23757194486
0.1,2.125,1,1.0,84.67788444485998,84.21663444485999
0.1,2.1875,1,1.0,84.67788444485998,84.19507194485999
0.1,2.25,1,1.0,84.67788444485998,84.17288444485999
0.1,2.3125,1,1.0,84.67788444485998,84.15007194485999
0.1,2.375,1,1.0,84.67788444485998,84.12663444485999
0.1,2.4375,1,1.0,84.67788444485998,84.10257194485999
0.1,2.5,1,1.0,84.67788444485998,84.07788444485999
0.125,0.0,0,0.1525,76.9056425281533,76.9056425281533
0.125,0.0625,0,0.2239453125,76.9056425281533,76.90533002815329
0.125,0.125,0,0.29453125,78.29847416935364,78.29722416935364
0.125,0.1875,0,0.3642578125,78.29847416935364,78.29566166935363
0.125,0.25,0,0.4331249999999999,78.29847416935364,78.29347416935364
0.125,0.3125,0,0.5011328125,83.40523517966759,83.39742267966759
0.125,0.375,0,0.56828125,83.63906142899579,83.62781142899578
0.125,0.4375,0,0.6345703125,84.67788444485998,84.66257194485999
0.125,0.5,0,0.7,84.67788444485998,84.65788444485999
0.125,0.5625,0,0.7645703125,84.67788444485998,84.65257194485999
0.125,0.625,0,0.82828125,84.67788444485998,84.64663444485998
0.125,0.6875,0,0.8911328124999999,84.67788444485998,84.64007194485998
0.125,0.75,0,0.9531249999999999,84.67788444485998,84.63288444485998
0.125,0.8125,0,1.0,84.67788444485998,84.62507194485998
0.125,0.875,0,1.0,84.67788444485998,84.61663444485998
